Flight_ID,Airline,Aircraft_Type,Aircraft_Age_Years,Flight_Phase,Departure_Airport_Code,Arrival_Airport_Code,Flight_Duration_Hours,Last_Maintenance_Hours,Engine_Hours_Since_Overhaul,Pilot_Experience_Hours,CoPilot_Experience_Hours,Number_of_Crew,Total_Onboard,Cargo_Weight_KG,Date,Time_UTC,Season,Visibility_KM,Wind_Speed_KNOTS,Wind_Direction_Degrees,Temperature_Celsius,Precipitation_MM,Weather_Condition,Turbulence_Severity,Departure_Airport_Elevation_FT,Arrival_Airport_Elevation_FT,Route_Complexity,Air_Traffic_Density,Accident,Accident_Severity,Fatalities,Injuries,Aircraft_Damage,Cause_Category
F202112280491,IndiGo,Airbus A320,2,Takeoff,HYD,PNQ,4.2,1746,2247,9435,7302,4,115,1804,2021-12-28,20:57,Summer,3.4,31,131,25.9,0.0,Clear,None,2024,1863,Multiple_Waypoints,High,0,,0,0,,
F202304070492,FlyBig,Airbus A321,5,Parked,BOM,COK,2.61,933,772,14637,3332,5,78,3624,2023-04-07,06:39,Summer,8.03,29,27,15.1,0.0,Dust_Storm,None,39,30,Multiple_Waypoints,High,0,,0,0,,
F202101050493,Alliance Air,Boeing 787,20,Takeoff,ATQ,COK,2.56,460,5982,6711,3372,7,63,3024,2021-01-05,06:58,Summer,7.69,2,353,13.4,0.0,Dust_Storm,Moderate,765,30,Multiple_Waypoints,Medium,0,,0,0,,
F202410050494,FlyBig,Boeing 787,1,Takeoff,DEL,CCU,3.34,1851,2744,6178,2037,8,363,252,2024-10-05,10:02,Summer,3.35,4,256,30.4,0.0,Cloudy,Moderate,777,18,Multiple_Waypoints,High,0,,0,0,,
F202204210495,Vistara,Airbus A320,14,En_Route,BLR,COK,4.17,707,6536,19521,12147,9,140,7113,2022-04-21,03:57,Summer,4.91,18,322,30.3,0.0,Clear,Severe,3000,30,Direct,High,0,,0,0,,
F202211110496,IndiGo,ATR 72,7,Taxi,DEL,BOM,4.58,250,2183,16235,728,10,387,1046,2022-11-11,00:09,Summer,5.96,5,311,16.6,0.0,Cloudy,Moderate,777,39,Multiple_Waypoints,Low,0,,0,0,,
F202403200497,Vistara,ATR 72,15,Landing,AMD,GOI,2.76,1857,4824,19196,8466,11,311,2275,2024-03-20,14:43,Summer,3.86,4,7,39.3,0.0,Cloudy,Light,192,189,Direct,Medium,0,,0,0,,
F202305130498,Air India,Airbus A320,10,Landing,CCU,ATQ,2.26,1790,7681,2843,2019,12,162,4399,2023-05-13,18:52,Summer,4.37,38,61,10.4,0.0,Clear,Severe,18,765,Direct,Low,1,Minor_Incident,0,1,Minor,External_Factors
F202505090499,Star Air,Boeing 787,20,Parked,BBI,AMD,3.14,1356,5183,2642,701,5,292,8869,2025-05-09,01:50,Summer,7.0,19,335,13.7,0.0,Cloudy,Moderate,85,192,Multiple_Waypoints,High,0,,0,0,,
F202304140500,Star Air,Boeing 737,8,Landing,HYD,MAA,0.61,1794,7923,12843,5194,11,260,7201,2023-04-14,17:15,Summer,8.3,4,290,42.4,0.0,Cloudy,Moderate,2024,33,Direct,Low,0,,0,0,,
F202105200501,Vistara,ATR 72,17,Taxi,BOM,GOI,1.76,1246,4619,18166,13292,5,274,8648,2021-05-20,11:08,Summer,8.25,23,285,43.0,0.0,Cloudy,Severe,39,189,Mountainous_Terrain,Medium,0,,0,0,,
F202307140502,Vistara,Dornier Do 228,3,Takeoff,IXB,BOM,2.92,1584,5631,1892,758,11,250,8679,2023-07-14,04:18,Monsoon,4.41,5,303,11.8,2.35,Rain,None,412,39,Direct,Low,0,,0,0,,
F202411200503,Alliance Air,Airbus A320,10,En_Route,GOI,MAA,0.93,1440,1693,18113,2970,11,162,5911,2024-11-20,03:13,Summer,8.57,29,62,31.2,0.0,Cloudy,Moderate,189,33,Mountainous_Terrain,Low,0,,0,0,,
F202009150504,SpiceJet,Airbus A320,17,Takeoff,AMD,COK,4.8,444,7785,14168,5012,9,161,644,2020-09-15,04:39,Monsoon,0.95,2,113,40.5,6.24,Rain,Light,192,30,Multiple_Waypoints,Low,0,,0,0,,
F202306240505,Star Air,Airbus A320,19,Landing,BBI,ATQ,1.67,1126,696,18416,15945,7,313,7180,2023-06-24,05:18,Monsoon,4.16,14,261,31.3,5.39,Thunderstorms,None,85,765,Multiple_Waypoints,Medium,0,,0,0,,
F202307100506,Alliance Air,ATR 72,25,Takeoff,CCU,GAU,2.6,1511,1906,16076,580,9,214,8570,2023-07-10,10:21,Monsoon,1.4,20,35,16.8,9.79,Cloudy,Severe,18,158,Mountainous_Terrain,Low,0,,0,0,,
F202405100507,Air India,Dornier Do 228,22,Parked,BLR,BOM,4.41,1471,4657,4012,2058,8,253,4493,2024-05-10,21:49,Summer,0.71,38,313,32.5,0.0,Cloudy,Light,3000,39,Direct,Medium,0,,0,0,,
F202107070508,SpiceJet,Boeing 737,10,Landing,GAU,DEL,1.21,1184,3202,4065,3383,4,137,7659,2021-07-07,01:54,Monsoon,3.21,21,185,45.0,11.81,Rain,Moderate,158,777,Direct,High,0,,0,0,,
F202405180509,SpiceJet,Airbus A321,10,Takeoff,BLR,AMD,4.46,666,4327,19289,8631,9,89,6950,2024-05-18,11:34,Summer,9.23,6,179,44.2,0.0,Dust_Storm,None,3000,192,Mountainous_Terrain,High,0,,0,0,,
F202203010510,Akasa Air,Boeing 787,20,Landing,GAU,CCU,2.25,1031,1958,13467,5912,9,196,7926,2022-03-01,04:45,Summer,5.4,23,282,34.0,0.0,Cloudy,None,158,18,Multiple_Waypoints,Low,0,,0,0,,
F202110230511,Vistara,Boeing 787,2,Taxi,IXB,CCU,3.65,1288,1365,19310,7657,8,279,3157,2021-10-23,09:02,Summer,9.69,21,80,19.9,0.0,Clear,Light,412,18,Multiple_Waypoints,Low,0,,0,0,,
F202201090512,FlyBig,Airbus A321,21,Takeoff,BLR,AMD,3.73,287,926,10414,1825,10,224,2806,2022-01-09,02:55,Summer,5.62,1,58,13.8,0.0,Cloudy,None,3000,192,Multiple_Waypoints,High,0,,0,0,,
F202111200513,FlyBig,ATR 72,1,Taxi,IXB,MAA,4.86,774,5670,1003,500,6,249,4155,2021-11-20,14:30,Summer,9.93,15,149,44.0,0.0,Clear,None,412,33,Direct,Low,0,,0,0,,
F202505210514,Alliance Air,Embraer E190,22,En_Route,BBI,PNQ,3.35,181,2078,14033,2143,6,311,7787,2025-05-21,04:00,Summer,0.55,20,191,18.7,0.0,Cloudy,Severe,85,1863,Direct,Medium,0,,0,0,,
F202206120515,SpiceJet,Airbus A320,20,Parked,BOM,HYD,3.92,907,3035,14902,1510,9,141,5599,2022-06-12,10:46,Monsoon,0.56,12,11,44.0,11.1,Thunderstorms,Moderate,39,2024,Multiple_Waypoints,Medium,0,,0,0,,
F202109300516,FlyBig,ATR 72,5,Takeoff,GOI,COK,0.91,1765,7204,12243,10348,4,382,248,2021-09-30,01:10,Monsoon,1.1,14,340,34.2,4.42,Cloudy,Moderate,189,30,Mountainous_Terrain,Medium,0,,0,0,,
F202504150517,IndiGo,ATR 72,23,Parked,HYD,BOM,1.6,531,1271,10339,5373,7,399,3700,2025-04-15,23:21,Summer,3.78,5,325,39.3,0.0,Dust_Storm,Severe,2024,39,Mountainous_Terrain,High,0,,0,0,,
F202106290518,Star Air,Boeing 787,25,Landing,DEL,GOI,1.87,1168,1775,13024,3028,6,373,4190,2021-06-29,13:43,Monsoon,8.37,11,157,42.5,10.37,Rain,Moderate,777,189,Mountainous_Terrain,Low,0,,0,0,,
F202212290519,Alliance Air,Airbus A321,7,En_Route,CCU,BOM,4.25,1148,5903,9685,3772,8,359,8820,2022-12-29,10:43,Summer,9.92,32,190,18.9,0.0,Clear,Moderate,18,39,Direct,Medium,0,,0,0,,
F202101190520,Air India,Airbus A321,22,Landing,AMD,IXB,2.12,175,1319,8525,4712,9,330,7828,2021-01-19,17:12,Summer,1.92,27,206,38.1,0.0,Clear,None,192,412,Mountainous_Terrain,Low,0,,0,0,,
F202408010521,Star Air,Dornier Do 228,9,En_Route,MAA,GOI,4.6,1776,2709,12912,8503,6,370,3515,2024-08-01,01:34,Monsoon,8.18,32,130,12.0,12.49,Rain,Light,33,189,Multiple_Waypoints,High,0,,0,0,,
F202212070522,IndiGo,Embraer E190,13,Taxi,HYD,BLR,0.64,594,3566,19328,5371,8,67,1324,2022-12-07,12:19,Summer,4.53,17,298,24.0,0.0,Clear,Light,2024,3000,Direct,Medium,1,Fatal_Accident,55,8,Minor,Mechanical_Failure
F202208050523,Akasa Air,Airbus A321,2,Parked,MAA,GOI,1.04,1667,6689,13100,9947,6,346,3865,2022-08-05,17:32,Monsoon,1.46,23,187,17.1,11.35,Rain,None,33,189,Mountainous_Terrain,Low,0,,0,0,,
F202110110524,IndiGo,Airbus A321,9,Parked,BOM,DEL,1.73,985,7883,19776,15307,6,356,8021,2021-10-11,20:37,Summer,1.03,18,29,35.3,0.0,Cloudy,Light,39,777,Multiple_Waypoints,Medium,0,,0,0,,
F202209200525,IndiGo,Boeing 787,8,Landing,BLR,COK,1.36,405,7424,5221,2784,10,67,9601,2022-09-20,13:10,Monsoon,5.3,39,92,19.6,7.93,Rain,Moderate,3000,30,Mountainous_Terrain,Low,0,,0,0,,
F202408190526,Vistara,Boeing 787,24,Parked,DEL,GAU,3.69,1084,5984,15412,4686,11,56,2731,2024-08-19,03:19,Monsoon,9.28,15,245,42.8,10.79,Rain,Moderate,777,158,Mountainous_Terrain,Low,0,,0,0,,
F202410210527,SpiceJet,Airbus A321,7,En_Route,BLR,PNQ,4.47,585,3477,12508,9291,11,198,8908,2024-10-21,19:25,Summer,4.6,11,197,14.9,0.0,Clear,Moderate,3000,1863,Direct,High,0,,0,0,,
F202501110528,Vistara,Dornier Do 228,11,En_Route,COK,GAU,2.81,1869,2277,15053,1628,9,106,8259,2025-01-11,02:45,Summer,5.56,34,228,44.1,0.0,Clear,Severe,30,158,Multiple_Waypoints,Low,0,,0,0,,
F202302060529,Alliance Air,Dornier Do 228,13,En_Route,MAA,GOI,1.67,1605,7932,18148,16562,7,398,4842,2023-02-06,01:00,Summer,3.53,36,59,37.3,0.0,Clear,Severe,33,189,Multiple_Waypoints,High,0,,0,0,,
F202406140530,FlyBig,Airbus A320,3,En_Route,GOI,ATQ,1.29,1882,7409,11979,3630,6,108,5150,2024-06-14,14:45,Monsoon,8.84,40,227,27.9,2.31,Cloudy,Moderate,189,765,Mountainous_Terrain,Low,0,,0,0,,
F202501180531,Alliance Air,ATR 72,19,Taxi,GOI,PNQ,4.76,1910,3038,2083,1406,4,277,9975,2025-01-18,21:48,Summer,5.68,13,54,30.8,0.0,Dust_Storm,Severe,189,1863,Direct,Low,0,,0,0,,
F202208070532,IndiGo,Boeing 787,25,Taxi,GOI,BLR,3.19,580,6289,9576,2545,7,132,7977,2022-08-07,17:55,Monsoon,6.54,10,187,26.2,0.7,Thunderstorms,Moderate,189,3000,Mountainous_Terrain,High,0,,0,0,,
F202312070533,IndiGo,Boeing 737,23,Landing,IXB,GAU,1.94,672,4462,1084,531,7,156,9650,2023-12-07,11:55,Summer,1.61,22,40,23.3,0.0,Cloudy,Moderate,412,158,Direct,Low,0,,0,0,,
F202305050534,IndiGo,Dornier Do 228,10,En_Route,BLR,HYD,1.33,873,1104,6392,1110,7,183,4788,2023-05-05,04:39,Summer,9.2,2,244,25.3,0.0,Cloudy,Moderate,3000,2024,Direct,High,0,,0,0,,
F202312060535,Vistara,Boeing 787,20,Taxi,ATQ,GAU,4.51,225,6826,7924,1368,7,382,8036,2023-12-06,10:14,Summer,5.32,26,102,17.8,0.0,Cloudy,Light,765,158,Direct,Low,0,,0,0,,
F202204050536,Alliance Air,Embraer E190,14,Takeoff,CCU,HYD,4.65,869,4984,5051,918,8,183,2876,2022-04-05,02:55,Summer,8.92,5,272,29.3,0.0,Clear,Light,18,2024,Multiple_Waypoints,Low,0,,0,0,,
F202408210537,Air India,Embraer E190,8,Landing,MAA,DEL,2.17,1880,4905,19795,683,7,229,7757,2024-08-21,07:34,Monsoon,7.63,32,216,12.9,1.52,Thunderstorms,Severe,33,777,Multiple_Waypoints,Low,0,,0,0,,
F202111220538,Akasa Air,ATR 72,4,Takeoff,IXB,GAU,2.96,1800,1497,2168,1314,4,383,5546,2021-11-22,20:42,Summer,2.41,20,39,42.2,0.0,Clear,Light,412,158,Mountainous_Terrain,Low,0,,0,0,,
F202309240539,SpiceJet,Boeing 787,6,Taxi,GAU,DEL,3.62,1460,5750,8399,664,6,348,4639,2023-09-24,19:15,Monsoon,5.38,27,38,33.2,2.21,Rain,None,158,777,Multiple_Waypoints,Low,0,,0,0,,
F202209290540,Vistara,Dornier Do 228,23,Parked,DEL,ATQ,0.83,1694,747,9235,3629,12,276,9926,2022-09-29,08:19,Monsoon,4.16,24,114,34.2,13.67,Cloudy,Light,777,765,Mountainous_Terrain,High,1,Serious_Incident,0,14,Minor,Mechanical_Failure
F202112010541,Alliance Air,Airbus A321,24,Parked,PNQ,COK,4.36,962,4136,2803,1182,11,211,6873,2021-12-01,19:08,Summer,9.95,6,246,19.4,0.0,Cloudy,None,1863,30,Direct,High,0,,0,0,,
F202209280542,SpiceJet,Boeing 737,1,Landing,PNQ,DEL,3.37,305,3194,12605,8000,5,295,3976,2022-09-28,10:32,Monsoon,8.55,3,30,21.7,1.63,Thunderstorms,Moderate,1863,777,Mountainous_Terrain,Low,0,,0,0,,
F202107310543,FlyBig,Airbus A321,21,Takeoff,CCU,IXB,0.79,485,6567,18326,1199,10,61,8878,2021-07-31,16:45,Monsoon,4.48,32,350,11.6,4.73,Thunderstorms,Light,18,412,Multiple_Waypoints,Medium,0,,0,0,,
F202408080544,Akasa Air,Boeing 737,15,Landing,MAA,BOM,2.37,217,7000,2287,720,7,331,5730,2024-08-08,05:39,Monsoon,1.87,17,342,32.8,9.13,Thunderstorms,None,33,39,Direct,Medium,0,,0,0,,
F202506200545,FlyBig,Boeing 787,9,Takeoff,COK,DEL,0.8,209,2627,5104,722,5,344,8,2025-06-20,04:07,Monsoon,6.03,9,193,23.7,14.38,Thunderstorms,Moderate,30,777,Direct,Low,0,,0,0,,
F202404250546,SpiceJet,Boeing 737,23,Takeoff,COK,BBI,2.98,1347,1936,15223,10269,11,194,5928,2024-04-25,12:32,Summer,9.66,2,232,42.2,0.0,Clear,None,30,85,Mountainous_Terrain,Medium,0,,0,0,,
F202009270547,SpiceJet,Boeing 787,24,Landing,HYD,BLR,2.93,1725,6207,13533,2594,9,188,4954,2020-09-27,06:09,Monsoon,3.85,3,100,24.6,1.14,Cloudy,None,2024,3000,Mountainous_Terrain,High,0,,0,0,,
F202103030548,FlyBig,Airbus A321,16,Parked,AMD,ATQ,2.97,1734,822,1511,717,7,318,5247,2021-03-03,05:59,Summer,2.31,40,296,21.1,0.0,Cloudy,Light,192,765,Multiple_Waypoints,High,0,,0,0,,
F202110280549,Air India,Boeing 787,11,Landing,DEL,BOM,1.81,229,6218,19113,12022,5,333,5095,2021-10-28,18:05,Summer,7.22,22,184,20.4,0.0,Clear,None,777,39,Multiple_Waypoints,Medium,0,,0,0,,
F202410110550,SpiceJet,Boeing 737,24,Parked,MAA,BOM,3.61,1768,3811,10757,6983,10,242,5902,2024-10-11,19:38,Summer,6.78,30,352,17.1,0.0,Clear,Light,33,39,Direct,Medium,0,,0,0,,
F202502090551,Vistara,Dornier Do 228,6,Landing,DEL,PNQ,0.89,1941,663,19190,8548,4,248,3421,2025-02-09,00:20,Summer,2.18,2,252,32.1,0.0,Cloudy,Moderate,777,1863,Mountainous_Terrain,High,0,,0,0,,
F202007120552,Akasa Air,Embraer E190,16,Takeoff,BLR,DEL,2.87,1564,3370,6706,5851,7,133,5250,2020-07-12,13:52,Monsoon,0.71,19,34,12.6,14.4,Thunderstorms,Light,3000,777,Multiple_Waypoints,Low,0,,0,0,,
F202409160553,Star Air,Dornier Do 228,2,Taxi,DEL,BOM,4.93,324,7934,3725,1686,6,335,7973,2024-09-16,00:20,Monsoon,6.91,31,252,32.6,3.45,Cloudy,Moderate,777,39,Direct,Medium,0,,0,0,,
F202202190554,Star Air,Embraer E190,16,Taxi,AMD,BLR,1.83,440,6240,8423,7664,8,218,104,2022-02-19,03:59,Summer,2.15,2,92,41.7,0.0,Clear,Light,192,3000,Mountainous_Terrain,Medium,0,,0,0,,
F202507020555,Star Air,Boeing 737,21,Parked,BOM,MAA,2.47,228,7735,10158,7531,11,198,1476,2025-07-02,12:19,Monsoon,2.61,15,114,40.5,1.26,Cloudy,Moderate,39,33,Multiple_Waypoints,Low,0,,0,0,,
F202301120556,Vistara,Dornier Do 228,12,Parked,BBI,PNQ,2.24,575,2312,17090,9241,4,292,5802,2023-01-12,01:41,Summer,5.91,19,203,15.2,0.0,Dust_Storm,None,85,1863,Multiple_Waypoints,High,0,,0,0,,
F202010280557,IndiGo,Dornier Do 228,11,Taxi,BBI,CCU,3.11,917,7723,3995,2905,11,204,5138,2020-10-28,19:56,Summer,4.28,40,351,29.5,0.0,Dust_Storm,Severe,85,18,Direct,High,0,,0,0,,
F202306200558,Air India,Airbus A321,5,Parked,GAU,COK,1.0,229,6596,10848,2955,9,97,9822,2023-06-20,00:11,Monsoon,4.88,36,352,36.5,3.01,Rain,Light,158,30,Direct,High,0,,0,0,,
F202305030559,IndiGo,Airbus A320,22,Parked,MAA,HYD,3.33,1542,862,14622,14067,9,272,1079,2023-05-03,03:19,Summer,4.15,36,56,38.3,0.0,Cloudy,Severe,33,2024,Multiple_Waypoints,Low,0,,0,0,,
F202412130560,SpiceJet,Boeing 737,3,Taxi,MAA,PNQ,3.71,956,1180,8851,2800,9,293,2638,2024-12-13,21:24,Summer,5.8,19,208,36.3,0.0,Clear,Moderate,33,1863,Direct,High,0,,0,0,,
F202009090561,SpiceJet,Airbus A320,13,Taxi,BLR,IXB,3.25,202,7011,18661,15094,7,131,2499,2020-09-09,10:13,Monsoon,1.74,11,209,22.7,1.59,Rain,None,3000,412,Mountainous_Terrain,High,0,,0,0,,
F202306070562,Akasa Air,Dornier Do 228,4,En_Route,BLR,COK,1.63,1856,1039,17815,6840,5,152,5817,2023-06-07,11:30,Monsoon,3.14,22,95,18.1,2.46,Thunderstorms,None,3000,30,Direct,Medium,0,,0,0,,
F202309020563,Alliance Air,Boeing 787,6,Takeoff,MAA,BOM,1.02,395,7600,10913,2040,6,318,3279,2023-09-02,22:28,Monsoon,4.91,20,163,44.1,11.6,Cloudy,Moderate,33,39,Mountainous_Terrain,Low,0,,0,0,,
F202311060564,FlyBig,Boeing 787,20,Landing,BLR,ATQ,1.61,642,2172,6327,901,7,59,1973,2023-11-06,22:12,Summer,3.78,16,342,27.9,0.0,Clear,None,3000,765,Mountainous_Terrain,Low,0,,0,0,,
F202505250565,Star Air,Boeing 737,10,Taxi,AMD,BLR,1.91,386,4553,12660,3462,4,289,1434,2025-05-25,07:27,Summer,1.66,1,118,33.2,0.0,Clear,Moderate,192,3000,Multiple_Waypoints,Medium,0,,0,0,,
F202405210566,IndiGo,Airbus A321,25,Takeoff,GOI,IXB,1.22,1641,1305,7500,6856,12,298,7422,2024-05-21,21:23,Summer,1.55,26,288,18.2,0.0,Clear,Light,189,412,Multiple_Waypoints,High,0,,0,0,,
F202503030567,Star Air,Airbus A320,20,Taxi,GOI,BOM,2.2,220,2455,7722,4828,6,218,7913,2025-03-03,13:26,Summer,9.39,26,283,15.6,0.0,Clear,Moderate,189,39,Direct,Low,0,,0,0,,
F202105190568,Air India,Dornier Do 228,18,Landing,GAU,AMD,4.7,1563,4725,8280,4432,10,329,1007,2021-05-19,21:50,Summer,9.96,11,314,27.2,0.0,Clear,Severe,158,192,Direct,Low,0,,0,0,,
F202009290569,Akasa Air,ATR 72,7,Taxi,BLR,PNQ,1.37,354,2560,13250,7502,8,246,2021,2020-09-29,16:39,Monsoon,6.18,33,235,32.8,3.73,Rain,Moderate,3000,1863,Multiple_Waypoints,High,0,,0,0,,
F202106280570,IndiGo,Airbus A321,24,Taxi,CCU,AMD,1.09,706,5311,11714,2884,9,147,676,2021-06-28,11:59,Monsoon,0.57,30,275,14.2,12.71,Rain,None,18,192,Multiple_Waypoints,High,0,,0,0,,
F202505310571,SpiceJet,Boeing 737,18,Takeoff,MAA,IXB,4.32,1337,2766,18636,11256,12,214,1866,2025-05-31,15:25,Summer,9.26,24,202,23.2,0.0,Clear,Moderate,33,412,Multiple_Waypoints,Low,0,,0,0,,
F202303190572,Vistara,Airbus A321,18,Taxi,AMD,BLR,2.7,503,2672,6873,1680,5,126,2090,2023-03-19,01:02,Summer,3.08,26,272,42.1,0.0,Clear,Moderate,192,3000,Mountainous_Terrain,High,0,,0,0,,
F202311190573,Alliance Air,Embraer E190,13,Takeoff,HYD,ATQ,1.29,1342,5190,9487,8011,5,305,8851,2023-11-19,02:34,Summer,1.2,8,199,23.1,0.0,Clear,Severe,2024,765,Direct,High,0,,0,0,,
F202110170574,FlyBig,Embraer E190,18,Takeoff,HYD,BOM,4.55,1224,5205,8709,4659,10,312,8732,2021-10-17,16:49,Summer,0.61,28,26,26.9,0.0,Clear,Light,2024,39,Mountainous_Terrain,High,0,,0,0,,
F202111240575,Vistara,Boeing 737,16,Takeoff,ATQ,AMD,2.19,1102,6750,15908,1345,5,323,6619,2021-11-24,14:41,Summer,0.78,15,28,35.2,0.0,Clear,Severe,765,192,Multiple_Waypoints,Medium,0,,0,0,,
F202310140576,Vistara,Boeing 737,14,Takeoff,PNQ,HYD,1.86,953,3965,18638,13753,8,75,2116,2023-10-14,16:29,Summer,9.07,13,311,28.1,0.0,Cloudy,Moderate,1863,2024,Mountainous_Terrain,Low,0,,0,0,,
F202310080577,Akasa Air,Dornier Do 228,10,Parked,BOM,GAU,1.85,1504,734,8640,3090,7,114,5463,2023-10-08,14:48,Summer,8.73,17,230,18.6,0.0,Clear,Light,39,158,Direct,High,0,,0,0,,
F202007250578,Alliance Air,Boeing 737,12,Parked,BBI,COK,0.65,1065,2293,7678,4381,8,118,8370,2020-07-25,18:33,Monsoon,8.47,28,5,24.2,12.68,Cloudy,Severe,85,30,Direct,High,0,,0,0,,
F202204140579,SpiceJet,Embraer E190,16,Parked,IXB,BLR,2.19,1789,999,12578,9239,9,305,7666,2022-04-14,02:02,Summer,8.09,27,300,32.7,0.0,Clear,Moderate,412,3000,Multiple_Waypoints,Low,0,,0,0,,
F202306100580,SpiceJet,Airbus A320,23,En_Route,BBI,ATQ,1.04,1763,4150,13696,1329,7,133,1661,2023-06-10,16:07,Monsoon,5.79,12,110,42.1,4.15,Cloudy,None,85,765,Mountainous_Terrain,Medium,0,,0,0,,
F202204240581,Akasa Air,Embraer E190,10,Taxi,DEL,COK,1.35,1030,6958,11315,6661,12,224,1912,2022-04-24,06:46,Summer,6.16,38,106,12.3,0.0,Clear,Light,777,30,Direct,High,0,,0,0,,
F202108030582,FlyBig,Airbus A320,9,Landing,HYD,PNQ,0.62,1430,2744,6809,507,9,371,7652,2021-08-03,10:28,Monsoon,6.61,40,216,14.5,5.88,Cloudy,None,2024,1863,Multiple_Waypoints,High,0,,0,0,,
F202007240583,Akasa Air,Airbus A320,19,En_Route,HYD,PNQ,4.0,236,2010,16442,5720,10,331,8536,2020-07-24,02:28,Monsoon,1.88,13,192,35.7,9.19,Thunderstorms,Moderate,2024,1863,Multiple_Waypoints,Medium,0,,0,0,,
F202311140584,IndiGo,Airbus A321,6,Takeoff,PNQ,AMD,4.71,496,667,18433,7298,11,172,7408,2023-11-14,19:23,Summer,6.16,19,317,35.4,0.0,Clear,Light,1863,192,Mountainous_Terrain,Medium,0,,0,0,,
F202505130585,Vistara,Dornier Do 228,8,Parked,AMD,IXB,1.91,261,7122,4819,1486,9,145,4388,2025-05-13,11:15,Summer,5.57,26,148,30.3,0.0,Clear,Moderate,192,412,Mountainous_Terrain,High,0,,0,0,,
F202305180586,IndiGo,Airbus A321,20,Takeoff,DEL,BOM,1.51,916,7821,10950,10405,11,390,1969,2023-05-18,19:32,Summer,6.08,0,24,31.9,0.0,Cloudy,None,777,39,Mountainous_Terrain,High,0,,0,0,,
F202306220587,FlyBig,Airbus A321,10,Taxi,COK,BOM,0.52,1581,6263,8754,2472,6,387,377,2023-06-22,22:51,Monsoon,4.3,36,325,20.7,12.8,Rain,Light,30,39,Direct,High,1,Minor_Incident,0,5,Substantial,Human_Error
F202405250588,Akasa Air,Airbus A321,12,Parked,HYD,IXB,2.8,757,6944,8178,3761,10,138,587,2024-05-25,06:00,Summer,9.67,28,275,20.2,0.0,Cloudy,Light,2024,412,Direct,Medium,0,,0,0,,
F202205050589,Alliance Air,Dornier Do 228,9,Takeoff,DEL,GOI,4.41,1791,7146,3527,1725,11,335,4550,2022-05-05,15:32,Summer,9.36,35,330,18.7,0.0,Clear,Moderate,777,189,Multiple_Waypoints,Low,0,,0,0,,
F202208230590,Vistara,ATR 72,3,Taxi,CCU,ATQ,3.35,1972,2702,15905,5773,7,320,357,2022-08-23,05:01,Monsoon,6.84,31,110,15.1,0.67,Cloudy,None,18,765,Direct,High,0,,0,0,,
F202301210591,Star Air,Boeing 737,22,Landing,ATQ,COK,2.14,1583,1421,16782,16006,6,130,7048,2023-01-21,00:34,Summer,6.18,2,81,22.8,0.0,Cloudy,Severe,765,30,Direct,High,0,,0,0,,
F202205230592,Alliance Air,Boeing 787,11,Takeoff,COK,BOM,4.78,1624,4404,3385,2201,5,268,5827,2022-05-23,23:05,Summer,1.66,6,170,13.6,0.0,Clear,Severe,30,39,Direct,Medium,0,,0,0,,
F202505180593,Alliance Air,Boeing 787,21,Takeoff,ATQ,GAU,1.59,942,3349,15505,5022,10,360,4333,2025-05-18,08:13,Summer,4.29,6,37,37.8,0.0,Clear,Severe,765,158,Multiple_Waypoints,High,0,,0,0,,
F202412030594,SpiceJet,Airbus A321,13,En_Route,BLR,GAU,3.91,1288,7277,10198,699,9,354,5974,2024-12-03,20:26,Summer,8.56,9,94,18.1,0.0,Dust_Storm,Light,3000,158,Direct,Medium,0,,0,0,,
F202410070595,IndiGo,ATR 72,6,Landing,GAU,GOI,4.56,1413,2518,3212,2332,12,292,1290,2024-10-07,14:11,Summer,5.44,11,209,15.3,0.0,Clear,Moderate,158,189,Direct,Low,0,,0,0,,
F202301050596,SpiceJet,Dornier Do 228,11,Landing,PNQ,CCU,4.44,707,7323,8196,2649,10,156,7430,2023-01-05,03:53,Summer,6.13,18,175,42.7,0.0,Cloudy,None,1863,18,Direct,Medium,0,,0,0,,
F202209120597,Alliance Air,Airbus A320,3,Landing,GAU,CCU,2.05,1175,7725,14530,9730,8,385,3748,2022-09-12,01:00,Monsoon,6.81,19,149,32.4,3.85,Cloudy,Moderate,158,18,Direct,Low,0,,0,0,,
F202102170598,SpiceJet,Embraer E190,17,Parked,MAA,ATQ,2.57,462,7580,4678,3872,11,189,7617,2021-02-17,19:32,Summer,9.44,22,65,27.7,0.0,Clear,Severe,33,765,Mountainous_Terrain,High,0,,0,0,,
F202503170599,Akasa Air,Embraer E190,15,Landing,COK,HYD,4.1,843,4017,7032,6516,9,205,7946,2025-03-17,20:35,Summer,5.81,37,76,37.1,0.0,Dust_Storm,Moderate,30,2024,Mountainous_Terrain,High,0,,0,0,,
F202306110600,Vistara,Dornier Do 228,6,Landing,ATQ,BBI,2.61,1909,3731,9497,5648,7,214,2809,2023-06-11,03:19,Monsoon,1.77,29,330,37.6,3.66,Rain,None,765,85,Multiple_Waypoints,Medium,0,,0,0,,
F202402270601,FlyBig,Boeing 737,17,Taxi,DEL,GOI,4.69,191,1525,12278,7288,12,92,9475,2024-02-27,17:55,Summer,3.62,21,265,32.0,0.0,Clear,Light,777,189,Multiple_Waypoints,Low,0,,0,0,,
